Name,Team,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,UBR,wGDP,XBR,wSB,wRC,wRAA,wOBA,wRC+,NameASCII,PlayerId,MLBAMID
"Luis Campusano","SDP",4,0,0.5,0,0.333333333,0.5,1.333333333,1.833333333,1,0.14285714,0,-0.5,0,-0.013426078483462334,-0.003174139652401209,1.7070875202733127,1.2052381073552219,0.6768902540206909,338.4554342042608,"Luis Campusano",22217,669134
"Billy McKinney","TOR",3,0,0,0,0.666666666,0.666666666,0.666666666,1.333333332,0,2.64285714,0.666666666,0,0.10000000149011612,-0.00006894807302160189,-0.006348279304802418,1.0562126180389333,0.6798255583503652,0.5883505344390869,281.80131732795826,"Billy McKinney",15654,641856
"Rafael Marchán","PHI",9,0.111111111,0.222222222,0.5,0.5,0.555555555,0.875,1.430555555,0.375,2.64285714,0.6,-0.20000000298023224,0.10000000149011612,-0.013247943483293056,-0.012696558609604836,3.1942460504132146,2.0650848713475103,0.5917230049769083,277.02637218066707,"Rafael Marchan",21646,665561
"Travis Blankenhorn","MIN",4,0,0,0,0.333333333,0.5,0.666666666,1.166666666,0.333333333,0.14285714,0.333333333,0,0,0.0079196123406291,-0.003174139652401209,1.0818918101211668,0.580042397203076,0.4916362166404724,220.9653515125833,"Travis Blankenhorn",18395,663905
"Yolmer Sánchez","CHW",21,0.238095238,0.238095238,1,0.3125,0.476190476,0.6875,1.163690476,0.375,2.64285714,0.4,-0.10000000149011612,0,0.16082115471363068,-0.019044837914407253,5.465333954348868,2.8306245365288905,0.4795241526194981,210.69587017778056,"Yolmer Sanchez",11602,570560
"Andrew Stevenson","WSN",47,0.106382978,0.234042553,0.454545454,0.365853658,0.44680851,0.731707317,1.178515827,0.365853659,8.982410512002339,0.464285714,-0.20000000298023224,0.30000001192092896,0.5728636384010315,0.3650844697840512,12.46865158713582,6.571920985348253,0.4854936422185695,206.83284931904075,"Andrew Stevenson",17932,664057
"Austin Dean","STL",7,0.428571428,0.285714285,1.5,0.25,0.571428571,0.5,1.071428571,0.25,1.08035714,0.5,0,0,-0.004898431710898876,-0.009522418957203627,1.8031043673110516,0.9248678947043927,0.4763622965131487,205.73859907831442,"Austin Dean",18288,621573
"Sam Huff","TEX",33,0.06060606,0.333333333,0.181818181,0.354838709,0.393939393,0.741935483,1.135874876,0.387096774,0.76785714,0.470588235,0,0.10000000149011612,-0.04800613224506378,-0.022218977566808462,8.282638520926433,4.142380864352184,0.4685428250919689,203.49875913593868,"Sam Huff",22209,669087
"Juan Soto","WSN",196,0.209183673,0.142857142,1.464285714,0.35064935,0.489795918,0.694805194,1.184601112,0.344155844,3.9744386154867684,0.362831858,-1.5,0.8999999761581421,-1.1883889436721802,0.1498567215166986,50.696750651430335,26.106129418443885,0.47763117435185803,201.64098060428358,"Juan Soto",20123,665742
"Ke'Bryan Hayes","PIT",95,0.094736842,0.210526315,0.45,0.376470588,0.442105263,0.682352941,1.124458204,0.305882353,6.143678796856417,0.45,0.20000000298023224,0,0.5180225372314453,0.11747237201780081,23.50754045686395,11.588616900059293,0.4643455397698187,193.84744055495187,"Ke'Bryan Hayes",18577,663647
"Freddie Freeman","ATL",262,0.171755725,0.141221374,1.216216216,0.341121495,0.461832061,0.640186915,1.102018976,0.29906542,4.4710076684917155,0.365853658,-0.6000000014901161,0.10000000149011612,-2.166184425354004,0.1555912527255714,62.981426471449225,30.110289925314273,0.45597684710633524,186.39427662841916,"Freddie Freeman",5361,518692
"Eduardo Núñez","NYM",2,0,0,0,0.5,0.5,0.5,1,0,5,0.5,0.10000000149011612,0,,0.19682586332783103,0.45594591964423964,0.20502121318519423,0.4412629008293152,185.01578311584393,"Eduardo Nunez",6848,456488
"Óscar Hernández","KCR",4,0,0.25,0,0.5,0.5,0.5,1,0,2.64285714,0.666666666,-0.6000000238418579,-0.30000001192092896,-0.22990739345550537,-0.006348279304802418,0.9118918392884793,0.41004242637038846,0.4412629008293152,181.76494549383858,"Oscar Hernandez",13490,591712
"Brian O'Grady","TBR",5,0,0.2,0,0.4,0.4,0.6,1,0.2,7.5,0.5,0,0,-0.036463018506765366,0.19682586332783103,1.0675710504803313,0.4402592843327177,0.424125599861145,178.39280607973998,"Brian O'Grady",16729,657434
"Marcell Ozuna","ATL",267,0.142322097,0.224719101,0.633333333,0.337719298,0.43071161,0.635964912,1.066676522,0.298245614,0.80651693375,0.390728476,-0.6000000238418579,0.699999988079071,0.6842089891433716,-0.2539311721920967,61.41165193929364,27.913203627011075,0.44367279292959155,178.26946963043116,"Marcell Ozuna",10324,542303
"Randy Arozarena","TBR",76,0.078947368,0.289473684,0.272727272,0.28125,0.381578947,0.640625,1.022203947,0.359375,6.642036790103434,0.305555555,0.20000000298023224,-0.20000000298023224,-0.10579516738653183,0.7365172188729048,16.121027277255127,6.585888431811401,0.4224716597481778,177.26007707797712,"Randy Arozarena",19290,668227
"DJ LeMahieu","NYY",216,0.083333333,0.097222222,0.857142857,0.364102564,0.421296296,0.589743589,1.011039885,0.225641025,5.778911259825054,0.369696969,0.4000000134110451,-0.10000000149011612,-0.36311355233192444,0.3809843729250133,46.92612857440285,19.826260276825955,0.4285541679020281,177.142798831542,"DJ LeMahieu",9874,518934
"Brandon Belt","SFG",179,0.167597765,0.201117318,0.833333333,0.308724832,0.424581005,0.590604026,1.015185031,0.281879194,2.2603944525,0.35576923,0.4000000059604645,-0.4000000059604645,-0.7417327165603638,-0.16505526192486286,38.67277155954555,16.21501033146099,0.42712997519568113,171.4704022560564,"Brandon Belt",10264,474832
"Tyler Stephenson","CIN",20,0.1,0.45,0.222222222,0.294117647,0.4,0.647058823,1.047058823,0.352941176,2.01785714,0.5,0.10000000894069672,0.20000000298023224,-0.01788385398685932,-0.019044837914407253,4.480675569925608,1.9714285053351537,0.4365939676761627,169.01515212229023,"Tyler Stephenson",17988,663886
"José Ramírez","CLE",254,0.122047244,0.169291338,0.720930232,0.292237442,0.385826771,0.607305936,0.993132707,0.315068494,5.797281152693427,0.29375,0.20000004768371582,1.2000000476837158,0.4189191460609436,0.49302908778190613,52.215420805671386,20.347983085372626,0.41471267779042403,166.7179308294453,"Jose Ramirez",13510,608070
"Nelson Cruz","MIN",214,0.116822429,0.271028037,0.431034482,0.302702702,0.397196261,0.594594594,0.991790855,0.291891892,1.15247252125,0.36036036,0.4000000059604645,-0.8999999761581421,-0.9818141460418701,-0.18410009983927011,43.40113106272368,16.552187471605816,0.41143722739516264,166.0397104219545,"Nelson Cruz",2434,443558
"Dominic Smith","NYM",199,0.070351758,0.226130653,0.311111111,0.31638418,0.376884422,0.615819209,0.992703631,0.299435029,2.53869047125,0.368,-0.10000002384185791,0.800000011920929,-0.27195319533348083,-0.13648800505325198,40.4261821265382,15.459173833863186,0.41183739331499414,165.58506817120465,"Dominic Smith",15653,642086
"Jorge Oña","SDP",15,0.133333333,0.466666666,0.285714285,0.25,0.4,0.583333333,0.983333333,0.333333333,2.64285714,0.5,-0.20000000298023224,0.10000000149011612,-0.15658891201019287,-0.012696558609604836,3.0879087992354375,1.205973500792597,0.41505410671234133,165.55566219268175,"Jorge Ona",20040,671250
