Name,Team,W,L,ERA,G,GS,QS,CG,ShO,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,NameASCII,PlayerId,MLBAMID
"Zac Gallen","ARI",3,2,2.75,12,12,9,0,0,0,0,0,72,291,55,24,22,9,25,0,2,4,0,82,"Zac Gallen",19291,668678
"Kenta Maeda","MIN",6,1,2.6999997940063634,11,11,8,0,0,0,0,0,66.2,248,40,20,20,9,10,0,0,0,0,80,"Kenta Maeda",18498,628317
"Framber Valdez","HOU",5,3,3.5660381529330847,11,10,6,0,0,0,0,0,70.2,288,63,32,28,5,16,0,5,6,1,76,"Framber Valdez",17295,664285
"Germán Márquez","COL",4,6,3.7469385421479804,13,13,9,0,0,0,0,0,81.2,344,78,41,34,6,25,0,0,4,0,73,"German Marquez",15038,608566
"Dylan Bundy","LAA",6,3,3.2893398467444523,11,11,6,1,0,0,0,0,65.2,267,51,27,24,5,17,1,4,2,0,72,"Dylan Bundy",12917,605164
"Hyun Jin Ryu","TOR",5,2,2.6865671641791047,12,12,7,0,0,0,0,0,67,275,60,22,20,6,17,0,1,1,0,72,"Hyun Jin Ryu",14444,547943
"Andrew Heaney","LAA",4,3,4.45499864044231,12,12,4,0,0,0,0,0,66.2,279,63,35,33,9,19,1,2,2,0,70,"Andrew Heaney",15423,571760
"Aaron Civale","CLE",4,6,4.743243243243243,12,12,7,1,0,0,0,0,74,312,82,39,39,11,16,0,3,0,1,69,"Aaron Civale",19479,650644
"José Berríos","MIN",5,4,4,12,12,4,0,0,0,0,0,63,271,57,28,28,8,26,0,3,5,0,68,"Jose Berrios",14168,621244
"Zack Greinke","HOU",3,3,4.029850746268656,12,12,5,0,0,0,0,0,67,273,67,30,30,6,9,0,1,3,0,67,"Zack Greinke",1943,425844
"Kyle Hendricks","CHC",6,5,2.8770493602470872,12,12,9,1,1,0,0,0,81.1,315,73,26,26,10,8,1,1,1,0,64,"Kyle Hendricks",12049,543294
"Marco Gonzales","SEA",7,2,3.100478921622525,11,11,6,1,0,0,0,0,69.2,277,59,27,24,8,7,0,4,0,0,64,"Marco Gonzales",15467,594835
"Zach Davies","SDP",7,4,2.725961138510904,12,12,6,0,0,0,0,0,69.1,276,55,26,21,9,19,0,0,2,0,63,"Zach Davies",13183,605200
"Brady Singer","KCR",4,5,4.056994177152141,12,12,3,0,0,0,0,0,64.1,263,52,29,29,8,23,0,2,5,1,61,"Brady Singer",25377,663903
"Patrick Corbin","WSN",2,7,4.659899199029634,11,11,6,0,0,0,0,0,65.2,295,85,35,34,10,18,1,0,1,1,60,"Patrick Corbin",9323,571578
"Matthew Boyd","DET",3,7,6.712706474946325,12,12,3,1,0,0,0,0,60.1,271,67,46,45,15,22,0,5,5,0,60,"Matthew Boyd",15440,571510
"Kyle Gibson","TEX",2,6,5.346535057334904,12,12,4,1,1,0,0,0,67.1,301,73,44,40,12,30,1,6,1,0,58,"Kyle Gibson",10123,502043
"Johnny Cueto","SFG",2,3,5.399999457911496,12,12,3,0,0,0,0,0,63.1,277,61,41,38,9,26,0,3,1,2,56,"Johnny Cueto",6893,456501
"Chris Bassitt","OAK",5,2,2.2857140089108894,11,11,5,0,0,0,0,0,63,261,56,18,16,6,17,0,2,2,0,55,"Chris Bassitt",12304,605135
"Adam Wainwright","STL",5,3,3.1522840197967668,10,10,7,2,0,0,0,0,65.2,262,54,25,23,9,15,0,2,0,0,54,"Adam Wainwright",2233,425794
"Zack Wheeler","PHI",4,2,2.9154926444585403,11,11,7,0,0,0,0,0,71,288,67,26,23,3,16,2,7,0,0,53,"Zack Wheeler",10310,554430
"Martín Pérez","BOS",3,5,4.499999446253691,12,12,3,0,0,0,0,0,62,262,55,33,31,8,28,0,3,2,0,46,"Martin Perez",6902,527048
"Alec Mills","CHC",5,5,4.475935372343892,11,11,5,1,1,0,0,0,62.1,252,53,31,31,13,19,0,2,0,1,46,"Alec Mills",13834,621219
"Kyle Freeland","COL",2,3,4.330189302579671,13,13,9,0,0,0,0,0,70.2,304,77,34,34,9,23,0,3,0,0,46,"Kyle Freeland",16256,607536
"Jon Lester","CHC",3,3,5.163934426229508,12,12,4,0,0,0,0,0,61,265,64,35,35,11,17,0,3,2,0,42,"Jon Lester",4930,452657
"Dallas Keuchel","CHW",6,2,1.9894738439840092,11,11,5,0,0,0,0,0,63.1,257,52,15,14,2,17,0,0,0,0,42,"Dallas Keuchel",9434,572971
"Antonio Senzatela","COL",5,3,3.436364232213147,12,12,6,1,0,0,0,0,73.1,303,71,29,28,9,18,0,4,0,0,41,"Antonio Senzatela",15488,622608
