"player_id","player_name","team_name","start_year","end_year","key_target_base","runs_prevented_on_running_attr","n_pitcher_cs_aa","n_init","rate_sbx","n_sb","n_cs","n_pk","n_bk","n_fb","n_plus","n_minus","net_attr_plus","net_attr_minus","r_primary_lead","r_secondary_lead","r_sec_minus_prim_lead","r_primary_lead_sbx","r_secondary_lead_sbx","r_sec_minus_prim_lead_sbx"
543294,"Hendricks, Kyle","CHC",2023,2023,"All",-1.1518901861310746,-0.48546334163080307,762,0.026246719160104987,19,1,0,0,0,19,1,-9.296031380496057,1.5718135332625243,"11.7416899","16.384412518","4.642722617","11.614631579","23.668105263","12.053473684"
691587,"Pérez, Eury","MIA",2023,2023,"All",-0.923263755631176,-0.5664887270426213,475,0.023157894736842106,10,1,0,1,0,11,1,-5.1975493113077125,0.25832468140080767,"11.783707692","16.663707692","4.88","12.133363636","23.292636364","11.159272727"
656814,"Ortiz, Luis F.","PHI",2023,2023,"All",0.03761265021047766,0.041631452742544095,111,0.009009009009009009,0,1,0,0,0,0,1,0.17119006602432627,0.007499193345805146,"11.707193878","15.87655102","4.169357143","11.415","22.995","11.58"
656234,"Bird, Jake","COL",2023,2023,"All",0.02530322213821212,-0.0823911253021636,552,0.007246376811594203,4,0,0,0,0,4,0,2.2056043641380323,-0.9240392237542103,"11.695256983","16.049554935","4.354297952","12.46075","25.311","12.85025"
608331,"Fried, Max","ATL",2023,2023,"All",0.7139549175133427,0.10846553821317834,379,0.0079155672823219,2,1,1,0,0,2,2,2.965248075123732,0.2686784499746584,"10.362440922","11.997371758","1.634930836","11.531333333","23.549666667","12.018333333"
668933,"Ashcraft, Graham","CIN",2023,2023,"All",-0.33396557783344977,-0.46146697023985667,831,0.012033694344163659,9,1,0,1,0,10,1,-0.033521582210306586,-0.7272472475364159,"11.166668354","15.3863","4.219631646","12.1042","27.6088","15.5046"
518489,"Brasier, Ryan","LAD",2023,2023,"All",-0.5754607810773907,-0.2327416005602043,324,0.024691358024691357,7,1,0,0,0,7,1,-3.4040378337240162,0.2341039681498037,"11.90300974","16.055737013","4.152727273","12.5845","24.30025","11.71575"
641482,"Cortes, Nestor","NYY",2023,2023,"All",0.5529481617191685,-0.30171413253890433,358,0.00558659217877095,2,0,1,0,0,2,1,2.414629651102209,0.15560495888605858,"11.979566766","14.555560831","2.575994065","10.929","25.665","14.736"
600917,"Leclerc, José","TEX",2023,2023,"All",-0.04900210458092794,0.0373666416815123,349,0.011461318051575931,2,2,0,0,0,2,2,0.1658515707706424,-0.18260537496679308,"12.77558104","16.669749235","3.894168196","12.38875","25.3215","12.93275"
678606,"Ferrer, Jose A.","WSH",2023,2023,"All",-0.5274088779312833,-0.4094729523833028,190,0.031578947368421054,6,0,0,0,0,6,0,-2.8057143630357912,0.07496443261305301,"11.048229885","14.619264368","3.571034483","12.580666667","23.677","11.096333333"
