"player_id","player_name","team_name","start_year","end_year","key_target_base","runs_prevented_on_running_attr","n_pitcher_cs_aa","n_init","rate_sbx","n_sb","n_cs","n_pk","n_bk","n_fb","n_plus","n_minus","net_attr_plus","net_attr_minus","r_primary_lead","r_secondary_lead","r_sec_minus_prim_lead","r_primary_lead_sbx","r_secondary_lead_sbx","r_sec_minus_prim_lead_sbx"
572070,"Richards, Garrett","BOS",2021,2021,"All",0.04314635235788716,0.10886638932235448,917,0.009814612868047983,7,2,0,0,0,7,2,-0.20168202292186632,0.18551723764947636,"11.854344619","16.321272068","4.466927449","11.753222222","23.649","11.895777778"
571510,"Boyd, Matthew","DET",2021,2021,"All",0.16882601586631135,,491,0,0,0,0,0,0,0,0,4.003377579331559,-1.404110000000001,"10.517362256","12.379915401","1.862553145",,,
681867,"Criswell, Cooper","LAA",2021,2021,"All",0.018676868312272644,,17,0,0,0,0,0,0,0,0,0.2348193415613632,-0.06286,"11.992666667","15.0672","3.074533333",,,
670057,"Hartman, Ryan","HOU",2021,2021,"All",0.015065848702050352,,22,0,0,0,0,0,0,0,0,0.26016674351025193,-0.08215000000000007,"8.868714286","10.434333333","1.565619048",,,
672710,"Contreras, Roansy","PIT",2021,2021,"All",-0.07990453719006625,-0.11400317265356927,31,0.03225806451612903,0,1,0,0,0,0,1,-0.6385859253382953,0.10625032861687293,"12.553931034","18.625","6.071068966","10.359","20.574","10.215"
669060,"Wilson, Bryse","PIT",2021,2021,"All",-0.11565775769701779,-0.11179040257610481,404,0.009900990099009901,4,0,0,0,0,4,0,-0.0015808593515580505,-0.2563146351704597,"10.814654354","14.461408971","3.646754617","12.74275","27.1125","14.36975"
547942,"Kim, Kwang Hyun","STL",2021,2021,"All",-0.0038008183239999016,-0.2735136090457492,676,0.0029585798816568047,1,1,0,0,0,1,1,3.3697991585923073,-1.506134777872128,"10.95680414","13.311931529","2.355127389","11.07","21.4395","10.3695"
608349,"Knebel, Corey","LAD",2021,2021,"All",-0.2742639860244049,-0.11358593420280208,167,0.005988023952095809,1,0,0,1,0,2,0,-1.098702714209363,-0.1211632070722942,"11.289402685","15.675114094","4.385711409","11.175","20.16","8.985"
622766,"Díaz, Miguel","SD",2021,2021,"All",-0.1597545940036847,-0.21680510141866136,266,0.007518796992481203,2,0,0,0,0,2,0,-0.3356404520130965,-0.20583667466903216,"12.352616858","16.043896552","3.691279693","11.368","22.765","11.397"
656794,"Newcomb, Sean","ATL",2021,2021,"All",0.10610824855195217,0.034260334763061395,255,0.00392156862745098,0,1,0,0,0,0,1,0.8651413542455204,-0.14871116066033763,"11.294312757","14.638308642","3.343995885","10.425","21.151","10.726"
