Name,Team,Level,Age,PA,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,Pitches,PlayerId
"Delino DeShields","WSN","AA",32,127,0.397058823,1.136363636,0.298507462,0.373134328,0.328358208,0.227272727,0,0.375,0.23611111,0.38888889,0.10663984,203,294,497,"11379"
"Isan Diaz","KCR","AA",29,70,0.304347826,0.888888888,0.32,0.32,0.36,0.166666666,0.222222222,0.52,0.34,0.14,0.09328358,116,152,268,"17922"
"David Fletcher","ATL","AA",31,63,0.244444444,1.692307692,0.222222222,0.488888888,0.288888888,0.384615384,0,0.48888889,0.13333333,0.37777778,0.1,85,145,230,"17992"
"Travis Blankenhorn","LAA","AA",28,251,0.232394366,0.698630136,0.173333333,0.34,0.486666666,0.219178082,0.109589041,0.52317881,0.27152318,0.20529801,0.1319797,379,606,985,"18395"
"Yonny Hernandez","NYM","AA",27,56,0.1875,3,0.234042553,0.574468085,0.191489361,0,0,0.375,0.125,0.5,0.05945946,60,125,185,"19432"
"Drew Ellis","SFG","AA",29,61,0.181818181,0.35,0.205882352,0.205882352,0.588235294,0.3,0.05,0.47058824,0.26470588,0.26470588,0.14522822,101,140,241,"19873"
"Tres Barrera","TBR","AA",30,113,0.20289855,1.23076923,0.171428571,0.457142857,0.371428571,0.384615384,0.038461538,0.44285714,0.25714286,0.3,0.12553191,180,290,470,"19977"
"Seth Beer","PHI","AA",28,120,0.22368421,0.390243902,0.278481012,0.202531645,0.518987341,0.243902439,0.073170731,0.37974684,0.34177215,0.27848101,0.13274336,183,269,452,"20493"
"Mark Kolozsvary","BOS","AA",29,83,0.227272727,0.904761904,0.130434782,0.413043478,0.456521739,0.238095238,0.19047619,0.47916667,0.33333333,0.1875,0.14696486,126,187,313,"21304"
"Cal Mitchell","SFG","AA",26,156,0.225806451,0.853658536,0.191489361,0.372340425,0.436170212,0.31707317,0.073170731,0.49462366,0.1827957,0.32258065,0.12882448,235,386,621,"22169"
"Jeremiah Jackson","BAL","AA",25,189,0.284722222,1.265306122,0.239726027,0.424657534,0.335616438,0.163265306,0.081632653,0.53020134,0.2147651,0.25503356,0.14285714,215,450,665,"22239"
"Chandler Seagle","ATL","AA",29,122,0.228571428,1.23076923,0.171428571,0.457142857,0.371428571,0.307692307,0,0.36619718,0.21126761,0.42253521,0.16736402,145,333,478,"23552"
"Jordan Groshans","KCR","AA",25,250,0.331550802,1.19117647,0.215789473,0.426315789,0.357894736,0.220588235,0.044117647,0.36315789,0.23684211,0.4,0.08758315,333,569,902,"23794"
"Jose Rodriguez","PHI","AA",24,108,0.333333333,1.379310344,0.197674418,0.465116279,0.337209302,0.275862068,0.034482758,0.48275862,0.27586207,0.24137931,0.0952381,140,259,399,"24388"
"Travis Swaggerty","NYM","AA",27,76,0.272727272,1.916666666,0.166666666,0.547619047,0.285714285,0.166666666,0,0.38636364,0.22727273,0.38636364,0.16551724,109,181,290,"24491"
"Bryan Lavastida","HOU","AA",26,163,0.296296296,1.758620689,0.279279279,0.459459459,0.261261261,0.24137931,0.172413793,0.46491228,0.21052632,0.3245614,0.10140406,251,390,641,"24765"
"Cam Eden","NYY","AA",27,81,0.285714285,0.944444444,0.146341463,0.414634146,0.43902439,0.111111111,0.055555555,0.41860465,0.20930233,0.37209302,0.23202614,99,207,306,"25476"
